primary_title,start_year,runtime_minutes,genres,vote_average,vote_count,Top Cast,Director,popularity,Budget,Revenue
2Eleven,2015,107.0,Action,7.0,1,"Murda Pain, Chamar Avery, Angel Spieghts, April Lockett, Martell Lane",Derek Scott,1.4,0.0,0
2ND Take,2011,103.0,Drama,6.5,4,"Tom Everett Scott, Josh Zuckerman, Lee Tergesen, Patty McCormack, Dorian Brown Pham",John Suits,0.964,0.0,0
2Survive,2015,94.0,"Action,Adventure,Drama",4.8,6,"Jonathan Camp, Stephanie Greco, Michael Laurie, Sean Liang, Ingrid Haubert",Tom Seidman,1.491,0.0,0
2nd Serve,2012,86.0,"Comedy,Sport",5.0,1,"Josh Hopkins, Cameron Monaghan, Billy Magnussen, Kevin Sussman, Guillermo Díaz",Tim Kirkman,0.6,0.0,0
3,2010,119.0,"Comedy,Drama,Romance",6.0,2,"Katie Carpenter, Todd Bruno, Aniela McGuinness, Mike Stanley, Jim Adams",Lou Simon,1.816,0.0,0
3 Backyards,2010,88.0,Drama,4.3,6,"Embeth Davidtz, Edie Falco, Elias Koteas, Rachel Resheff, Kathryn Erbe",Eric Mendelsohn,2.079,0.0,0
3 Blind Saints,2011,89.0,Comedy,4.0,1,"Richard Speight Jr., Stelio Savante, Elijah Rock, Manon Halliburton",John Eschenbaum,0.6,0.0,0
3 Champions,2011,75.0,"Biography,Documentary,Sport",8.0,1,"Ayrton Senna, Nelson Piquet, Emerson Fittipaldi, Wilson Fittipaldi, Roberto Pupo Moreno",Marcos Bernstein,0.6,0.0,0
3 Day Test,2012,81.0,"Comedy,Family",3.9,8,"Megyn Price, George Newbern, Taylor Spreitler, Corbin Bernsen, Aidan Potter",Corbin Bernsen,1.761,85000.0,0
3 Days of Normal,2012,82.0,Comedy,4.7,5,"Mircea Monroe, Jace Mclean, Richard Riehle, Ajay Naidu, Lin Shaye",Ishai Setton,1.82,0.0,0
3 Days to Kill,2014,117.0,"Action,Drama,Thriller",6.1,1279,"Kevin Costner, Amber Heard, Hailee Steinfeld, Connie Nielsen, Tómas Lemarquis",McG,11.011,28000000.0,53260230
3 Geezers!,2013,81.0,Comedy,4.7,13,"J.K. Simmons, Tim Allen, Scott Caan, Basil Hoffman, Kevin Pollak",Michelle Schumacher,2.246,0.0,0
3 Generations,2015,92.0,Drama,6.4,284,"Elle Fanning, Susan Sarandon, Naomi Watts, Tate Donovan, Maria Dizzia",Gaby Dellal,7.881,10000000.0,680351
3 Hikers,2015,96.0,"Biography,Documentary,History",8.0,1,"Sarah Shourd, Shane Bauer, Joshua Fattal, Nora Shourd, Cindy Hickey",Natalie Avital,0.6,0.0,0
3 Hours till Dead,2016,80.0,Horror,5.0,2,,Jason Mills,0.6,0.0,0
3 Magic Words,2010,71.0,Documentary,2.0,1,"Cameron William Smith, Gabriella Ethereal, Nataraha Baba, Peter Sterling, Catherine Ann Paladines",Michael Perlin,0.624,0.0,0
3 Nights in the Desert,2014,90.0,Drama,4.9,21,"Amber Tamblyn, Wes Bentley, Vincent Piazza",Gabriel Cowan,4.63,0.0,0
3 Scream Queens,2014,75.0,Horror,5.0,1,"Linnea Quigley, Michelle Bauer, Brinke Stevens, Kyle Morris, Orel De La Mota",David DeCoteau,0.6,1000000.0,0
3 Times a Charm,2011,87.0,Comedy,5.4,16,"Lexi Giovagnoli, Carlo Marks, Noelle Perris, Michelle Glavan, Maxwell Glick",Letia Clouston,1.221,0.0,0
3 Wicked Witches,2014,75.0,Horror,5.0,2,"Helene Udy, Lisa London, Kristine DeBell, Eric Diedrich, Casey Faddis",David DeCoteau,0.6,1000000.0,0
3 idiotas,2017,106.0,"Comedy,Family",6.8,25,"Martha Higareda, Alfonso Dosal, Christian Vazquez, Germán Valdez, Vadhir Derbez",Carlos Bolado,2.584,0.0,0
3 of a Kind,2012,106.0,"Crime,Drama",4.3,3,"Jaime Aymerich, Steve Bethers, Shannon Engemann, Margot Kidder",Greg Green,0.6,0.0,0
"3, 2, 1... Frankie Go Boom",2012,89.0,Comedy,5.5,36,"Charlie Hunnam, Chris O'Dowd, Lizzy Caplan, Ron Perlman, Chris Noth",Jordan Roberts,4.106,0.0,0
3-D Sex and Zen: Extreme Ecstasy,2011,129.0,"Comedy,Drama",4.9,29,"Hiro Hayama, Leni Lan, Yukiko Suo, Saori Hara, Tony Ho",Christopher Sun,14.413,3500000.0,10306807
30 Beats,2012,88.0,"Comedy,Romance",3.6,8,"Ingeborga Dapkūnaitė, Jason Day, Vahina Giocante, Jennifer Tilly, Paz de la Huerta",Alexis Lloyd,2.629,0.0,0
30 Girls 30 Days,2012,82.0,Comedy,3.5,2,"Russell Perkins, Gary Glass, James Yeager, Tiffany Hernandez, Ed Hanson",Michael Mahal,0.906,0.0,0
30 Minutes or Less,2011,83.0,"Action,Comedy,Crime",5.6,825,"Jesse Eisenberg, Aziz Ansari, Danny McBride, Nick Swardson, Dilshad Vadsaria",Ruben Fleischer,11.315,28000000.0,40500000
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2013,80.0,Comedy,3.0,42,"Kathryn Fiore, Flip Schultz, Olivia Alexander, Arturo del Puerto, Danny Woodburn",Craig Moss,2.967,3000000.0,0
30 Years of Garbage: The Garbage Pail Kids Story,2017,114.0,Documentary,6.0,1,"Art Spielgeman, John Pound, Tom Bunk, Adam F. Goldberg, James Warhola",Jeff Zapata,0.63,75000.0,0
300 Killers,2010,75.0,"Action,Horror,Thriller",2.0,2,"Tierra Peterson, Johnny Andrews, J.P. Simmons, Anthony Tomei",Matt Jaissle,0.904,0.0,0
300: Rise of an Empire,2014,102.0,"Action,Fantasy,War",6.0,3870,"Sullivan Stapleton, Eva Green, Lena Headey, Callan Mulvey, David Wenham",Noam Murro,23.68,110000000.0,337580051
306 Hollywood,2018,94.0,Documentary,6.5,2,"Annette Ontell, Elan Bogarín, Jonathan Bogarín, Ruby Berube, Russell Horton",Jonathan Bogarín,1.827,0.0,0
3096 Days,2013,111.0,"Biography,Crime,Drama",6.9,239,"Antonia Campbell-Hughes, Thure Lindhardt, Trine Dyrholm, Amelia Pidgeon, Dearbhla Molloy",Sherry Hormann,9.062,0.0,6677474
31,2016,102.0,"Horror,Thriller",5.2,370,"Sheri Moon Zombie, Richard Brake, Meg Foster, Malcolm McDowell, Daniel Roebuck",Rob Zombie,8.683,1500000.0,850419
32 Hours 7 minutes,2013,101.0,Documentary,6.0,4,,Cory Welles,0.6,800000.0,0
32 Pills: My Sister's Suicide,2017,89.0,"Biography,Documentary,Family",10.0,1,Ruth Litoff,Hope Litoff,0.6,0.0,0
33 Postcards,2011,97.0,"Crime,Drama,Music",6.5,10,"Guy Pearce, Lin Zhu, Claudia Karvan, Elaine Jin Yan-Ling, Rhys Muldoon",Pauline Chan,1.072,0.0,0
35 and Ticking,2011,104.0,"Comedy,Romance",5.2,16,"Tamala Jones, Nicole Ari Parker, Kevin Hart, Keith D. Robinson, Darius McCrary",Russ Parr,1.666,0.0,0
36 Saints,2013,81.0,Thriller,3.0,3,"Chris Riggi, Franky G, Jeffrey De Serrano, Britne Oldford, Donna McKechnie",Eddy Duran,0.72,0.0,0
360,2011,110.0,"Drama,Thriller",5.8,144,"Rachel Weisz, Jude Law, Ben Foster, Anthony Hopkins, Moritz Bleibtreu",Fernando Meirelles,7.276,0.0,1663931
37,2016,85.0,Drama,0.5,1,"Tricia Helfer, Scottie Thompson, Bruce Davison, Scott Wolf, Leon",Randall Batinkoff,1.4,0.0,0
3801 Lancaster: American Tragedy,2015,57.0,"Crime,Documentary,Drama",6.0,3,,David M. Altrogge,0.6,0.0,0
3rd Street Blackout,2015,87.0,"Comedy,Romance",10.0,1,"Negin Farsad, Jeremy Redleaf, Sasheer Zamata, Devin Ratray, Jordan Carlos",Negin Farsad,0.6,0.0,0
4 Days in France,2016,137.0,"Comedy,Drama,Romance",6.7,9,"Pascal Cervo, Arthur Igual, Fabienne Babe, Nathalie Richard, Laetitia Dosch",Jérôme Reybaud,1.768,0.0,0
4 Days in May,2011,97.0,"Drama,War",5.9,8,"Pavel Wenzel, Aleksey Guskov, Ivan Shvedoff, Andrey Merzlikin, Sergey Legostaev",Achim von Borries,1.713,0.0,0
4 Dead Girls: The Soul Taker,2012,95.0,"Comedy,Horror",3.5,1,"Katherine Browning, Mike Campbell, Leah Verrill, Ashley Love, Tiffany S. Walker",Mike Campbell,0.876,0.0,0
4 Minute Mile,2014,96.0,"Drama,Sport",5.7,37,"Richard Jenkins, Lio Tipton, Cam Gigandet, Kelly Blatz, Kim Basinger",Charles-Olivier Michaud,4.562,0.0,0
4 Moons,2014,110.0,"Drama,Romance",7.6,92,"Antonio Velázquez, Alejandro de la Madrid, Cesar Ramos, Gustavo Egelhaaf, Alonso Echánove",Sergio Tovar Velarde,7.349,0.0,0
4 Nights in the Hamptons,2014,87.0,"Comedy,Drama,Romance",4.0,2,"Michael Knowles, Kathleen Wise, Jilon VanOver, Monique Zordan",Michael Knowles,0.6,0.0,0
4 Wedding Planners,2011,77.0,Comedy,2.5,4,"Mia Riverton, Henry Dittman, Illeana Douglas, Sung Kang, Janel Parrish",Michael Kang,0.6,0.0,0
4/20 Massacre,2018,84.0,"Action,Horror",5.2,6,"Jamie Bernadette, Vanessa Rose Parker, Stacey Danger, Justine Wachsberger, Marissa Pistone",Dylan Reynolds,3.208,0.0,0
40 Days and Nights,2012,86.0,"Action,Adventure,Sci-Fi",3.0,37,"Alex Carter, Christianna Carmine, Emily Sandifer, Mitch Lerner, Victoria Barabas",Peter Geiger,4.811,0.0,0
400 Days,2015,91.0,"Mystery,Sci-Fi,Thriller",4.3,288,"Brandon Routh, Caity Lotz, Dane Cook, Ben Feldman, Tom Cavanagh",Matt Osterman,7.325,0.0,0
41,2012,98.0,Documentary,6.4,12,"Chris Gibson, Dafna Kronental, David Macrae, Shane Lee, Keith Gordon",Glenn Triggs,2.004,0.0,0
41 on 41,2014,,Documentary,7.0,1,"Barbara Bush, Roger Ailes, Tom Brokaw, George W. Bush, Jeb Bush",Lisa Lax,0.6,0.0,0
419,2012,84.0,"Crime,Drama,Thriller",4.0,1,"Scott Kerns, Ned Thorne, Ezra Mabengeza, Emilea Wilson",Ned Thorne,0.6,0.0,0
4192: The Crowning of the Hit King,2010,115.0,"Biography,Documentary,History",5.5,3,J.K. Simmons,Terry Lukemire,1.574,0.0,0
42,2013,128.0,"Biography,Drama,Sport",7.0,1028,"Chadwick Boseman, Harrison Ford, Nicole Beharie, Christopher Meloni, Ryan Merriman",Brian Helgeland,11.28,40000000.0,95020213
42 Grams,2017,82.0,"Biography,Documentary,Drama",8.0,4,,Jack C. Newell,0.738,0.0,0
42 Seconds of Happiness,2016,89.0,"Comedy,Drama,Family",4.0,2,"Bex, Vandit Bhatt, John J. Concado, Robert Z. Grant, Margaret Kelly",Christina Kallas,0.6,0.0,0
43,2015,82.0,Documentary,8.0,1,"Demián Bichir, Anabel Hernández",Charlie Minn,0.6,0.0,0
44 Pages,2017,90.0,"Documentary,History",6.7,3,"Judy Burke, Patrick Greenish, Jr.",Tony Shaff,0.6,0.0,0
45 Years,2015,91.0,"Drama,Romance",6.5,428,"Charlotte Rampling, Tom Courtenay, Geraldine James, Dolly Wells, David Sibley",Andrew Haigh,15.068,0.0,4250507
47 Meters Down,2017,89.0,"Adventure,Drama,Horror",5.6,1521,"Mandy Moore, Claire Holt, Matthew Modine, Chris Johnson, Yani Gellman",Johannes Roberts,14.943,5500000.0,62198461
47 Ronin,2013,128.0,"Action,Adventure,Drama",6.0,2080,"Keanu Reeves, Hiroyuki Sanada, Ko Shibasaki, Tadanobu Asano, Min Tanaka",Carl Rinsch,25.049,175000000.0,151783839
48 Hours to Live,2016,100.0,"Crime,Music,Thriller",6.6,7,"James Maslow, Tommy Flanagan, Danielle Savre, Cody Longo, Jade Tailor",Benny Boom,4.378,101.0,0
4:44 Last Day on Earth,2011,82.0,"Drama,Fantasy,Sci-Fi",4.8,69,"Willem Dafoe, Shanyn Leigh, Toni Redman, Pat Kiernan, Francis Kuipers",Abel Ferrara,7.56,0.0,17801
4Got10,2015,84.0,"Action,Thriller,Western",4.3,38,"Dolph Lundgren, Danny Trejo, Johnny Messner, Vivica A. Fox, Michael Paré",Timothy Woodward Jr.,8.71,0.0,0
4Play,2014,,Drama,2.0,1,"Wesley Jonathan, Jaleel White, Angell Conwell, Thomas Mikal Ford, Paula Jai Parker",Paul D. Hannah,0.6,0.0,0
4th Man Out,2015,86.0,"Comedy,Drama",7.0,203,"Evan Todd, Parker Young, Chord Overstreet, Jon Gabrus, Jennifer Damiano",Andrew Nackman,7.919,0.0,0
5 Days of War,2011,113.0,"Action,Drama,War",5.7,102,"Rupert Friend, Val Kilmer, Andy García, Dean Cain, Emmanuelle Chriqui",Renny Harlin,8.689,20000000.0,87793
5 Doctors,2016,92.0,Comedy,7.0,1,"Max Azulay, Matt Porter, Emily Walton, Adam Dannheisser, Zoe Azulay",Max Azulay,0.6,0.0,0
5 Flights Up,2014,88.0,"Comedy,Drama",5.9,147,"Morgan Freeman, Diane Keaton, Carrie Preston, Cynthia Nixon, Alysia Reiner",Richard Loncraine,8.407,6000000.0,1020921
5 Hour Friends,2013,97.0,"Comedy,Drama,Romance",6.0,1,"Tom Sizemore, Kimberlin Brown, Musetta Vander, Dan Hewitt Owens, Carla Orlandi",Theo Davies,0.6,0.0,0
5 Shells,2012,93.0,"Drama,Sci-Fi",3.8,4,"Chad Brummett, Jordan Grady, Kelsey Hutton, Eve Kozikowski, Lincoln Mark",Paul S. Myers,1.562,0.0,0
5 Souls,2013,79.0,"Horror,Thriller",4.8,9,"Allison McAtee, Ian Bohen, Samaire Armstrong, Kristina Anapau, Steve Bacic",Brett Donowho,2.593,0.0,0
5 to 7,2014,95.0,"Comedy,Drama,Romance",7.2,187,"Anton Yelchin, Bérénice Marlohe, Olivia Thirlby, Lambert Wilson, Frank Langella",Victor Levin,7.045,0.0,0
50 Children: The Rescue Mission of Mr. And Mrs. Kraus,2013,62.0,Documentary,6.3,3,"Alan Alda, Mamie Gummer",Steven Pressman,1.25,0.0,0
50 for Izzy,2010,87.0,"Documentary,Family,News",4.5,2,"P.J. Kellogg, Mike Slater, Jim Harding",Michael Beck,1.154,300.0,0
50 to 1,2014,110.0,Drama,6.2,25,"Skeet Ulrich, Christian Kane, William Devane, Madelyn Deutch, Todd Lowe",Jim Wilson,2.852,10000000.0,1064454
50/50,2011,100.0,"Comedy,Drama,Romance",7.1,2111,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Philip Baker Hall",Jonathan Levine,12.451,8000000.0,39187783
500 MPH Storm,2013,86.0,"Action,Adventure,Drama",3.0,26,"Casper Van Dien, Sarah Lieving, Michael Beach, Keith Meriweather, Alex Knight",Daniel Lusko,3.66,300000.0,0
500 Miles,2014,82.0,"Drama,Romance",7.0,1,"Ebony Nave, Pete Valley, Rosie Keogh, Ashlee Jensen, Sallyanne Ryan",,0.6,0.0,0
500 Years,2017,105.0,Documentary,8.0,2,"Irma Alicia Velásquez Nimatuj, Matilde Terraza Gallego, Daniel Pascual Hernández, Andrea Ixchíu Hernández, Julio Solórzano Foppa",Pamela Yates,0.6,0.0,0
51,2011,90.0,"Horror,Sci-Fi",4.3,55,"Rachel Miner, Jason London, Bruce Boxleitner, Vanessa Branch, Tammi Arender",Jason Connery,3.67,1000000.0,0
51 Nevada,2018,76.0,Horror,4.0,1,"Sam Schneider, Arielle Uppaluri, Gabrielle Sherman",Fred Grant,1.96,0.0,0
5150,2016,79.0,"Drama,Thriller",5.7,3,"Ashlyn Pearce, Daffany Clark, Vanessa Giordano, Kirby Johnson, Michael Cory Davis",Michael Cory Davis,1.197,5000000.0,0
5th & Alameda,2011,123.0,"Drama,Thriller",6.0,1,"Saye Yabandeh, Mario Van Peebles, Corey Sevier, Rome Shadanloo, Vince Lozano",Richard Friedman,0.674,3000000.0,0
5th Passenger,2018,89.0,"Sci-Fi,Thriller",4.9,16,"Doug Jones, Tim Russ, Marina Sirtis, Armin Shimerman, Mindy Robinson",Scotty Baker,6.371,0.0,0
5th Street,2013,103.0,Crime,4.0,2,"Eric Arthur Martinez, Christian Monzon, Joe Voltierra, Annie Fetchu, Anne Leighton",Alex Meader,0.693,0.0,0
6 Balloons,2018,74.0,Drama,6.0,145,"Abbi Jacobson, Dave Franco, Charlotte Carel, Madeline Carel, Jane Kaczmarek",Marja-Lewis Ryan,9.14,0.0,0
6 Below: Miracle on the Mountain,2017,98.0,"Adventure,Biography,Drama",5.6,175,"Josh Hartnett, Mira Sorvino, Sarah Dumont, Kale Culley, Jason Cottle",Scott Waugh,12.113,0.0,0
6 Bullets,2012,115.0,"Action,Crime,Drama",5.9,146,"Jean-Claude Van Damme, Joe Flanigan, Kris Van Damme, Bianca Bree, Anna-Louise Plowman",Ernie Barbarash,6.842,10000000.0,0
6 Days,2017,94.0,"Action,Drama,History",5.9,325,"Jamie Bell, Abbie Cornish, Mark Strong, Martin Shaw, Emun Elliott",Toa Fraser,9.631,1500000.0,0
6 Days Dark,2014,90.0,Horror,5.0,3,"Svetlana D. Petković, Lorena Rincon, Peter J. Chaffey, Ana Maljević, Oleg Vidov",Miona Bogovic,0.692,2000000.0,0
6 Degrees of Hell,2012,90.0,Horror,3.5,8,"Corey Feldman, Jill Whelan, Brian Anthony Wilson, Joe Raffa",Joe Raffa,2.233,0.0,0
6 Minutes of Death,2013,70.0,Sci-Fi,2.7,9,"John Basedow, Tiffany Browne-Tavarez, Josh Elliott Pickel, Julia Gregorio, Frank Riano",Joseph Ciminera,2.313,5000.0,0
6 Month Rule,2011,100.0,Comedy,6.0,4,"Blayne Weaver, Martin Starr, Natalie Morales, Patrick J. Adams, Vanessa Branch",Blayne Weaver,0.84,0.0,0
6 Plots,2012,87.0,"Horror,Thriller",4.4,12,"Alice Darling, Penelope Mitchell, Joey Coley-Sowry, Ryan Corr, Eliza Taylor",Leigh Sheehan,1.838,0.0,0
6 Ways to Die,2015,103.0,"Crime,Mystery,Thriller",4.8,13,"Vinnie Jones, Vivica A. Fox, Dominique Swain, Bai Ling, Michael Rene Walton",Nadeem Soumah,1.889,0.0,0
6 Years,2015,79.0,"Drama,Romance",5.4,530,"Taissa Farmiga, Ben Rosenfield, Lindsay Burdge, Joshua Leonard, Jennifer Lafleur",Hannah Fidell,7.031,0.0,0
616: Paranormal Incident,2013,90.0,Horror,3.1,12,"Thomas Downey, Jennefer Folsom, Rib Hillis, Eve Mauro, Adrian Kirk",David Chirchirillo,3.589,0.0,0
626 Evolution,2017,79.0,"Action,Sci-Fi",4.0,4,"Danielle C. Ryan, James Gaisford, Michael Flynn, Demetrius Daniels, Landon Henneman",John Lyde,1.945,0.0,0
66 & Nowhere,2017,90.0,Drama,10.0,1,"Carol Morrow, Frankie Karales",Eric McClanahan,0.6,0.0,0
666: Kreepy Kerry,2014,75.0,Horror,1.3,7,"Conner Sorensen, Justin Johnson Cortez, Chase Clarke, Kyle Dondlinger, Kirk Krause",David DeCoteau,2.225,1000000.0,0
678,2010,100.0,Drama,7.9,30,"Nelly Karim, Bassem Samra, Bushra, Maged El Kedwany, Nahed El Sebai",Mohamed Diab,2.457,0.0,0
68 Kill,2017,93.0,"Comedy,Crime,Romance",5.0,50,"Matthew Gray Gubler, AnnaLynne McCord, Alisha Boe, Sheila Vand, Sam Eidson",Trent Haaga,7.385,0.0,0
6:66 PM,2017,82.0,"Comedy,Horror",3.7,3,"Jim Klock, Chad Ridgely, Alexis Kelley, Autumn Federici, Michael Buonomo",Jim Klock,0.959,0.0,0
7 Años,2016,77.0,Drama,6.4,89,"Paco León, Juan Pablo Raba, Àlex Brendemühl, Juana Acosta, Manuel Morón",Roger Gual,4.838,0.0,0
7 Below,2012,90.0,Horror,3.4,48,"Val Kilmer, Ving Rhames, Luke Goss, Bonnie Somerville, Matt Barr",Kevin Carraway,5.83,6000000.0,0
7 Boxes,2012,105.0,"Adventure,Crime,Drama",6.9,55,"Celso Franco, Lali González, Víctor Sosa, Nico García, Paletita",Tana Schémbori,2.357,0.0,0
7 Chinese Brothers,2015,76.0,Comedy,5.2,24,"Jason Schwartzman, Olympia Dukakis, Tunde Adebimpe, Eleanore Pienta, Stephen Root",Bob Byington,1.795,0.0,0
7 Days in Entebbe,2018,107.0,"Action,Drama,History",5.8,186,"Rosamund Pike, Daniel Brühl, Eddie Marsan, Lior Ashkenazi, Nonso Anozie",José Padilha,11.924,0.0,9196740
7 Minutes,2014,92.0,"Crime,Drama,Thriller",5.6,69,"Luke Mitchell, Leven Rambin, Jason Ritter, Zane Holtz, Kris Kristofferson",Jay Martin,5.422,0.0,0
7 Nights of Darkness,2011,90.0,Horror,4.4,16,"Thomas Cassell, Jennifer Mae Hoffman, Jessica A. Fleming, Allen Kellogg, Meredith Kochan",Allen Kellogg,2.294,0.0,0
7 Splinters in Time,2018,75.0,"Mystery,Sci-Fi,Thriller",5.2,5,"Emmanuelle Chriqui, Austin Pendleton, Al Sapienza, Akiva Schaffer, Lynn Cohen",Gabriel Judet-Weinshel,5.75,0.0,0
7 Witches,2017,75.0,"Horror,Thriller",4.8,21,"Persephone Apostolou, Megan Hensley, Macall Gordon, Mike Jones, Danika Golombek",Brady Hall,2.267,0.0,31100
7 from Etheria,2017,95.0,Horror,6.3,3,"Elizabeth Debicki, Javier Godino, David James, Anne Ramsay, Najarra Townsend",Heidi Lee Douglas,0.6,0.0,0
77 Minutes,2016,98.0,Documentary,8.7,3,,Charlie Minn,0.6,0.0,0
7:02 Only the Righteous,2018,74.0,Horror,3.0,1,"Paul Antonie, Karina Bonnefil, Lela Elam, Daimion Johnson, Owen Miller",Keith C. Wade,2.052,0.0,0
7E,2013,80.0,"Drama,Thriller",4.2,6,"Brendan Sexton III, James Russo, Armando Riesco, Ella Lentini, Natasha Lyonne",Teddy Schenck,1.356,0.0,0
7th Day,2014,134.0,"Mystery,Thriller",4.7,3,"Mark S. Sanders, Christie Beran, Richard Cutting, Josh Davidson, Jessica Felice",Jason M. Koch,0.6,0.0,0
8,2019,,Horror,8.0,3,,,1.201,,
8 Bit Generation: The Commodore Wars,2016,100.0,Documentary,6.3,4,"Bil Herd, Chuck Peddle, Jack Tramiel, Steve Wozniak, Al Charpentier",Tomaso Walliser,0.78,0.0,0
8 Days,2014,90.0,"Drama,Thriller",8.0,2,"Nicole Smolen, Kim Baldwin, Ariana Stephens, Bryson Funk, Alice Dwyer",Jaco Booyens,0.84,25000000.0,0
8 Reels of Sewage,2012,80.0,"Comedy,Drama",6.0,1,"Jacqueline Cereceres, Art Roberts, Alexa Najera, Emily Fitz, Stephanie Hernandez",Jared Masters,0.6,0.0,0
8 Remains,2018,80.0,"Mystery,Thriller",5.5,2,"Maja-Celiné Probst, Gregory B. Waldis, Priscilla Wittman, Kevin Leslie, Isabelle Mann",Juliane Block,1.939,640451.0,0
80 Waves,2010,60.0,Documentary,10.0,1,"Ken Bradshaw, Adam D'Esposito, Jamie O'Brien, Kelly Slater",Steve Fagan,0.6,0.0,0
808,2015,107.0,"Documentary,Music",8.0,8,"Phil Collins, Damon Albarn, Arthur Baker, Afrika Bambaataa, Chris Barbosa",Alex Dunn,1.4,0.0,0
88,2015,88.0,"Action,Thriller",5.3,51,"Katharine Isabelle, Christopher Lloyd, Kyle Schmid, Tim Doiron, Jesse McCartney",April Mullen,5.369,0.0,0
88:88,2015,65.0,Documentary,5.3,4,"Ramon De Ocampo, Rachael Kahne, Robin Moore, Erin Tawlks",Joey Ciccoline,1.701,0.0,0
8989 Redstone,2016,80.0,Horror,4.0,1,"Eric Allan Kramer, Lindsay Bushman, Frank Ashmore, Clint Brink, Anthony 'Citric' Campos",Jay Chapman,0.6,0.0,0
8: The Mormon Proposition,2010,80.0,Documentary,6.2,11,"Dustin Lance Black, Rocky Anderson, Matt Aune, Melissa Bird, Tyler Barrick",Reed Cowan,2.19,0.0,0
8:46,2011,55.0,Drama,6.5,4,"Shelly Shenoy, Mike DiGiacinto, Elizabeth Eggers, Jzaneen Damji, Laurie Dawn",Jennifer Azano,1.4,0.0,0
9 Days,2013,83.0,"Comedy,Horror,Romance",3.8,4,"Simone Frajnd, David Alan Graf, Maura Murphy, Elizabeth Lawrence, Alison Sieke",Samuel M. Johnson,1.02,0.0,0
9 Full Moons,2013,103.0,"Drama,Romance",5.5,7,"Harry Dean Stanton, Bret Roberts, Amy Seimetz, Donal Logue, Brian McGuire",Tomer Almagor,1.081,0.0,0
9 Rides,2016,83.0,Drama,8.0,2,"Dorian Missick, Omar J. Dorsey, Robinne Lee, Xosha Roquemore, Amin Joseph",Matthew A. Cherry,0.6,0.0,0
9/11,2017,90.0,"Action,Drama",4.8,96,"Charlie Sheen, Whoopi Goldberg, Luis Guzmán, Gina Gershon, Wood Harris",Martin Guigui,7.916,5500000.0,200229
9/11 Inside the Pentagon,2016,54.0,"Documentary,History,War",7.0,1,,Sharon Petzold,0.6,0.0,0
90 Minutes in Heaven,2015,121.0,Drama,5.3,63,"Kate Bosworth, Hayden Christensen, Hudson Meek, Bobby Batson, Elizabeth Hunter",Michael Polish,5.798,5000000.0,4842699
90210 Shark Attack,2014,75.0,"Drama,Horror,Sci-Fi",1.8,11,"Braden Bacha, Jud Birza, Jeffrey Decker, Rachel Rosenstein, Stephanie Shemanski",David DeCoteau,1.671,1000000.0,0
911 Nightmare,2016,86.0,Thriller,4.4,7,"Fiona Gubelmann, Drew Fuller, Scott Bailey, Heather Mazur, Laura Niemi",Craig Moss,1.4,0.0,0
94 Feet,2016,113.0,Drama,3.8,2,"Larry Wilcox, Jeremy Childs, Charles ""Skeeta"" Jenkins, Mike R. Tinker, Doris Collier",Chip Rossetti,0.663,0.0,0
96 Minutes,2011,93.0,"Drama,Thriller",5.6,36,"Brittany Snow, Christian Serratos, David Oyelowo, Evan Ross, Anna Enger Ritch",Aimee Lagos,6.815,0.0,0
96 Souls,2016,112.0,"Drama,Mystery,Sci-Fi",4.8,4,"Grinnell Morris, Kevin Rock, Rob Locke, Betsy Baker, Jeffrey Boehm",Stanley Jacobs,1.083,0.0,0
99 Homes,2014,112.0,Drama,6.8,393,"Andrew Garfield, Michael Shannon, Laura Dern, Nicole Barré, J.D. Evermore",Ramin Bahrani,8.85,8000000.0,1411927
99%: The Occupy Wall Street Collaborative Film,2013,97.0,Documentary,6.6,4,"Matt Taibbi, Naomi Wolf, Boots Riley",Nina Krstic,0.6,0.0,0
@urFRENZ,2010,90.0,Drama,5.0,1,"Gayla Goehl, Lily Holleman, Michael Robert Kelly, Najarra Townsend, Bree Essrig",Jeff Phillips,0.6,0.0,0
A Bad Idea Gone Wrong,2017,85.0,Comedy,6.7,16,"Matt Jones, Eleanore Pienta, Will Rogers, Jonny Mars, Sam Eidson",Jason Headley,1.778,0.0,0
A Bad Moms Christmas,2017,104.0,"Adventure,Comedy",6.3,1044,"Mila Kunis, Kristen Bell, Kathryn Hahn, Christine Baranski, Susan Sarandon",Scott Moore,16.604,28000000.0,130560428
A Bag of Hammers,2011,85.0,"Comedy,Drama",6.2,35,"Jason Ritter, Jake Sandvig, Chandler Canterbury, Rebecca Hall, Todd Louiso",Brian Crano,3.883,2000000.0,0
A Ballerina's Tale,2015,85.0,Documentary,6.1,21,"Misty Copeland, Victoria Rowell, Bevy Smith, Raven Wilkinson, Deirdre Kelly",Nelson George,1.095,0.0,0
A Band Called Death,2012,96.0,"Biography,Documentary,Music",7.2,47,"Dannis Hackney, Bobby Hackney, David Hackney, Henry Rollins, Elijah Wood",Mark Christopher Covino,3.133,0.0,125
A Barefoot Dream,2010,121.0,"Drama,Sport",7.4,7,"Park Hee-soon, Ko Chang-seok, Im Won-hee, Kim Seo-hyung, Cho Jin-woong",Kim Tae-gyun,1.722,0.0,0
